client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059557.mp3	Թանգարանն ունի գրադարան։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059558.mp3	Վերջինիս կազմում դարձել է հանրապետության չեմպիոն։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059559.mp3	Մարմնի վերին մասը կանաչավուն շագանակագույն է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059596.mp3	Ժողովրդավարության համար խոսքի ազատությունը հիմնարար է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059597.mp3	Միաժամանակ մշակութային բնագավառում ևս տեղի ունեցավ առաջընթաց։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059599.mp3	Պետության նոր ղեկավարին չհաջողվեց հասնել տնտեսական իրավիճակի բարելավման։	3	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059600.mp3	Մատերիան դիտվեց որպես գիտակցությունից անկախ գոյություն ունեցող ռեալություն։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059601.mp3	Ստացել է դոկտորի աստիճան բարձրագույն ֆիզիկայի և տիեզերաբանության բնագավառներում։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059663.mp3	Փակագծերում նշված է այդ պաշտոնում աշխատելու ժամանակը։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059664.mp3	Հին ամրոցի միայնակ սեփականատերը ուրվականի գնման հայտարարություն է տալիս։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059665.mp3	Ավազանն ամբողջապես անտառապատ է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059666.mp3	Բայց նույնիսկ դա չի լինի արդար։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059667.mp3	Համբլինգը նկարիչ է, ինչպես նաև քանդակագործ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059704.mp3	Օրագյանի ստեղծագործությունները ցուցադրվել են բազմաթիվ երկրներում։	3	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059706.mp3	«Կուբիկ» մուլտիպլիկացիոն հեռուստապարբերականի ստեղծողներից մեկն է եղել։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059709.mp3	Հույն ողբերգակները մանրամասնորեն ուսումնասիրել են այս սյուժեն։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059711.mp3	Հուշարձանը պատրաստված է գրանիտից, քաշը մոտ քսան տոննա է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059712.mp3	Անտառածածկ է, ունի հրաբխային ծագում։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059782.mp3	Այն նաև կոչվում է «թագավորների սպորտ»։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059783.mp3	Պաշտպանության հիմքն էին կազմում բաստիոնները (փոքրիկ ամրություններ)։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059784.mp3	Ծաղիկները մեկական են, խողովակազանգակաձև, երկնագույն, մանուշակագույն կամ կապույտ, հազվադեպ՝ դեղին։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059785.mp3	Գլխավորապես նա հայտնի է իր դիմանկարներով, մասնավորապես թագավորական ընտանիքի անդամներին պատկերող։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059786.mp3	Հանան հայտնի է իր գյուղատնտեսական արտադրողականությամբ, տարազներով և ավանդույթներով։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059852.mp3	Այս խնդիրների լուծումը պահանջում է լոգիստիկ համակարգերի պահպանման հիմնարար փոփոխություններ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059853.mp3	Հպատակները նրան համարում էին քաջ ու իմաստուն արքա։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059855.mp3	Սրա մոտ է գտնվում համանուն գյուղը։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059858.mp3	Տաճարի հիմնական մասը կայսերական նախկին դամբարանն է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059859.mp3	Եվ այսպես, այն շարունակվեց մի քանի տարի։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059893.mp3	Տիրապետում է անգլերեն և գերմաներեն լեզուներին։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059894.mp3	Գահին է բարձրացել քաղաքացիական պատերազմների արդյունքում սկյութական ցեղերի աջակցությամբ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059895.mp3	Սերմերը մանր են, կարթաձև, թավոտ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059896.mp3	Ի վերջո նրանք, մեծ կորուստներ կրելով, հրաժարվել են իրենց ձեռնարկումից։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059897.mp3	Իջվածքների հատակը ծածկված է աղուտներով, չորացող աղային ճահիճներով։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059943.mp3	Գետը հոսում է արևելք ապա թեքվում հարավ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059944.mp3	Կուբանի ֆիզիկական կուլտուրայի պետական ակադեմիայի շրջանավարտ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059946.mp3	Տեքստը գրեթե չի փոփոխվում։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059947.mp3	Վեպը բաժանված է երեք մասի։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059996.mp3	Այն նաև կազմակերպության գործունեության համար ինքնուրույն միջոցներ ունենալու գրավականն է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059997.mp3	Այն օգտագործվում է լևանտական խոհանոցում։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26059999.mp3	Աջակցել է հայրենադարձության կազմակերպմանը, պաշտպանել հայ եկեղեցու միասնությունը։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060000.mp3	Այն անձի գրավչությունը և ձգողականությունն է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060002.mp3	Մասնավորեցման հետևանքով տնտեսությունում պետական հատվածի նշանակությունը կտրուկ կրճատվեց։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060227.mp3	Գյուղատնտեսության պակասը անտառահատման պատճառ է դարձել։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060228.mp3	Կան կոնաձև, սնկաձև ու բրգաձև ժայռեր՝ կազմված տուֆաբրեկչիաներից։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060229.mp3	Նրանց խորհրդով պապն անմիջապես գնեց այդ քանդակը այգու տիրոջից։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060230.mp3	Արևելյան թեմայով ստեղծել է կտավների մի ամբողջ շարք։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060231.mp3	Մոտ երկու միլիոն մարդ մասնակցեց նրա համերգներին։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060271.mp3	Խորանարդ ֆունկցիայի գրաֆիկը կոչվում է խորանարդ պարաբոլ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060272.mp3	Անդամակցության համար պահանջվում է տարեկան անդամավճար։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060273.mp3	Հետախուզության մեջ ներգրավված են եղել նաև հայազգի հետախույզներ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060274.mp3	Միջերկրում հայտնի է որպես ամենաիմաստուն կախարդներից մեկը։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060275.mp3	Նախքան գրող դառնալը, նա աշխատել է ռեստորանում որպես ադմինիստրատոր։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060335.mp3	Այս պայմաններում անմասն չէր կարող մնալ պոեզիան։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060336.mp3	Ռաունկիերի դասակարգմամբ ծառերը պատկանում են ֆաներոֆիտների խմբին։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060337.mp3	Բնորոշ է անսեռ բազմացումը, երբեմն՝ նաև կոնյուգացիան։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060338.mp3	Վերջին տասնամյակում սառցե շերտը ցույց է տվել զանգվածի նվազման նշաններ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060339.mp3	Ճիշտ պաշտպանվելու դեպքում սևերը կարող են առաջ անցնել խաղաքարերը զարգացնելիս։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060500.mp3	Հետագայում այդ կանոնը չեղյալ է հայտարարվել։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060501.mp3	Ոսկրային հյուսվածքի թերզարգացումը կարող է լինել մասնակի կամ լրիվ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060502.mp3	Տեղումները և սողվածքային նստվածքները ծածկել են խառնարանի հատակը։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060503.mp3	Ձախ ռեվիզիոնիզմը հատկապես տարածվել է մաոիզմի մեջ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060504.mp3	Նրա հետ են կապված բազմաթիվ նշանավոր իրադարձություններ և ավանդույթներ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060561.mp3	Ստեփանը շատ է վշտանում տեղի ունեցածից և դառնում լռակյաց ու ճնշված։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060563.mp3	Մարդկային գործունեության բոլոր ոլորտներում տեղի է ունեցել որակական մեծ թռիչք։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060564.mp3	Կենտրոնում սովորաբար եղել է կրակնոցը, պատերի տակ՝ որմնաթախտեր։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060565.mp3	Գյուղում հիմնադրվել է բուժկետ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060606.mp3	Իրանի արևմտյան սահմանը տարածքային մեծ փոփոխություններ չի կրում։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060608.mp3	Ներկայումս պահպանվել է փոսի, պարսպաշարի և աշտարակի ավերակները։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060609.mp3	Ստորև ներկայացված են տարածված պատկերների տեսակները։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060610.mp3	Ջորդան գետի վրա կան մի քանի ավտոմոբիլային և երկաթուղային կամուրջներ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060612.mp3	Երբեմն նրանք կառուցում էին լոգարաններ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060673.mp3	Ուտելուց և մի քիչ հանգստանալուց հետո աղջիկը սկսում է ննջել։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060674.mp3	Տասնչորս էջերը ջրաներկ աշխատանքներ են՝ լանդշաֆտներ կամ դիմանկարներ՝ սոսնձված գրքում։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060677.mp3	Նա նայելով բացականչել է՝ հիանալի է, հիանալի է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060679.mp3	Ամռանը և աշնանը ջրհեղեղներ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060681.mp3	Գծագրում էր մասնակիցների զգեստները։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060753.mp3	Գերեզմանները պետք է տեղակայված լինեին բնակավայրից զգալի հեռավորության վրա։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060754.mp3	Միությունը կազմակերպել և կառավարել է ֆուտբոլի ազգային հավաքականները (գլխավոր, երիտասարդական)։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060755.mp3	Գործել է միայն վանական եկեղեցին։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060756.mp3	Ցորենը, բամբակը, շաքարը, լոբին ներքին սպառման համար են։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060757.mp3	Շիրվանշահերի արաբական անձնաանուններն իրենց տեղը զիջել են պարսկերենին։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060826.mp3	Երեք թզուկները մի բարի աղջկա տալիս են կախարդական կճուճիկ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060829.mp3	Եվ այդպես իր և ընկերոջ անունը ամրագրվեց այդ անտենայի վրա։	2	1				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060832.mp3	Ազնավուրը այդ երգել է իր գրեթե բոլոր համերգներում։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060835.mp3	Մեղմասությանը հատուկ է նաև ժողովրդական լեզվամտածողությանը, օրինակ՝ «սիրտ թափել», փոխանակ՝ «փսխել»։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060839.mp3	Սյուժեի ծագումը հստակ չէ։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060890.mp3	Գիտական մի շարք աշխատությունների հեղինակ է։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060891.mp3	Հայաստանում նստակյաց թռչուն է, տարածված է առավելապես կիսաանապատներից մինչև լեռնային տափաստանները։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060892.mp3	Ընդհարում տեղի ունեցավ բանվորների և ոստիկանության միջև։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060894.mp3	Քոլինն անցավ լսումները։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26060895.mp3	Նախնական ուսումը ստացել է տեղի քաղաքային դպրոցում։	2	0				hy-AM	
ed04f2351d36c1612157c3ac700ab6e00bab5bf46e455c6bf4a496cdc90191c266486ffa4154ef1bd4a0f46f18024ed09175d919bd4d04009c8445323497e197	common_voice_hy-AM_26061018.mp3	Երկրի մակերևույթ է դուրս գալիս հորատանցքերով։	2	0				hy-AM	
